Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KiWo,Ferien,Is_Ferien,Holiday,Wochentag,Is_Weekend,Weihnachten_Sommer,Christmas_Sales,Sommerferien_Flag,Ferien_Category,Temperature_Category,Windgeschwindigkeit_Beaufort,Wind_Status,Rain_Status,Cloud_Status,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6
2013-07-10,2.0,19.6875,13,5.0,1307103,3,265.109142544045,0,Sommerferien,1,0,Wednesday,0,1,0,0,3,1,6,2,-1,1,0,0,1,0,0,0
2013-07-10,2.0,19.6875,13,5.0,1307104,4,73.8056511129258,0,Sommerferien,1,0,Wednesday,0,1,0,0,3,1,6,2,-1,1,0,0,0,1,0,0
2013-07-10,2.0,19.6875,13,5.0,1307105,5,343.353066508123,0,Sommerferien,1,0,Wednesday,0,1,0,0,3,1,6,2,-1,1,0,0,0,0,1,0
2013-07-11,0.0,21.375,12,5.0,1307111,1,138.549392636714,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,0,1,0,0,0,0,0
2013-07-11,0.0,21.375,12,5.0,1307112,2,569.109374584873,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,0,0,1,0,0,0,0
2013-07-11,0.0,21.375,12,5.0,1307113,3,234.65807920749,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,0,0,0,1,0,0,0
2013-07-11,0.0,21.375,12,5.0,1307114,4,68.6330279122302,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,0,0,0,0,1,0,0
2013-07-11,0.0,21.375,12,5.0,1307115,5,315.911756962233,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,0,0,0,0,0,1,0
2013-07-14,5.0,17.6875,15,5.0,1307141,1,112.524365708762,0,Sommerferien,1,0,Sunday,1,1,0,0,3,1,7,3,-1,2,1,0,0,0,0,0
2013-07-14,5.0,17.6875,15,5.0,1307142,2,777.048841669282,0,Sommerferien,1,0,Sunday,1,1,0,0,3,1,7,3,-1,2,0,1,0,0,0,0
2013-07-14,5.0,17.6875,15,5.0,1307143,3,320.626816189556,0,Sommerferien,1,0,Sunday,1,1,0,0,3,1,7,3,-1,2,0,0,1,0,0,0
2013-07-14,5.0,17.6875,15,5.0,1307144,4,115.271617188867,0,Sommerferien,1,0,Sunday,1,1,0,0,3,1,7,3,-1,2,0,0,0,1,0,0
2013-07-14,5.0,17.6875,15,5.0,1307145,5,461.082124524619,0,Sommerferien,1,0,Sunday,1,1,0,0,3,1,7,3,-1,2,0,0,0,0,1,0
2013-07-18,1.0,23.25,11,5.0,1307181,1,101.90072129658,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,1,1,0,0,0,0,0
2013-07-18,1.0,23.25,11,5.0,1307182,2,647.822253705942,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,1,0,1,0,0,0,0
2013-07-18,1.0,23.25,11,5.0,1307183,3,250.426586853024,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,1,0,0,1,0,0,0
2013-07-18,1.0,23.25,11,5.0,1307184,4,89.2058404577425,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,1,0,0,0,1,0,0
2013-07-18,1.0,23.25,11,5.0,1307185,5,300.398790118057,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,6,2,-1,1,0,0,0,0,1,0
2013-07-19,3.0,22.475,16,5.0,1307191,1,161.63511518654,0,Sommerferien,1,0,Friday,0,1,0,0,3,2,7,3,-1,1,1,0,0,0,0,0
2013-07-19,3.0,22.475,16,5.0,1307192,2,646.788959790823,0,Sommerferien,1,0,Friday,0,1,0,0,3,2,7,3,-1,1,0,1,0,0,0,0
2013-07-19,3.0,22.475,16,5.0,1307193,3,287.18828629416,0,Sommerferien,1,0,Friday,0,1,0,0,3,2,7,3,-1,1,0,0,1,0,0,0
2013-07-19,3.0,22.475,16,5.0,1307194,4,62.0636098816993,0,Sommerferien,1,0,Friday,0,1,0,0,3,2,7,3,-1,1,0,0,0,1,0,0
2013-07-19,3.0,22.475,16,5.0,1307195,5,369.400389277533,0,Sommerferien,1,0,Friday,0,1,0,0,3,2,7,3,-1,1,0,0,0,0,1,0
2013-07-28,4.0,24.8875,13,61.0,1307281,1,86.0791432446654,0,Sommerferien,1,0,Sunday,1,1,0,0,3,2,6,2,1,2,1,0,0,0,0,0
2013-07-28,4.0,24.8875,13,61.0,1307282,2,871.802546455837,0,Sommerferien,1,0,Sunday,1,1,0,0,3,2,6,2,1,2,0,1,0,0,0,0
2013-07-28,4.0,24.8875,13,61.0,1307283,3,360.096105223697,0,Sommerferien,1,0,Sunday,1,1,0,0,3,2,6,2,1,2,0,0,1,0,0,0
2013-07-28,4.0,24.8875,13,61.0,1307285,5,437.824795495097,0,Sommerferien,1,0,Sunday,1,1,0,0,3,2,6,2,1,2,0,0,0,0,1,0
2013-07-30,5.0,21.075,13,21.0,1307301,1,132.111640117897,0,Sommerferien,1,0,Tuesday,0,1,0,0,3,2,6,2,0,2,1,0,0,0,0,0
2013-07-30,5.0,21.075,13,21.0,1307302,2,690.117757120039,0,Sommerferien,1,0,Tuesday,0,1,0,0,3,2,6,2,0,2,0,1,0,0,0,0
2013-07-30,5.0,21.075,13,21.0,1307303,3,354.531775116541,0,Sommerferien,1,0,Tuesday,0,1,0,0,3,2,6,2,0,2,0,0,1,0,0,0
2013-07-30,5.0,21.075,13,21.0,1307305,5,424.086156965952,0,Sommerferien,1,0,Tuesday,0,1,0,0,3,2,6,2,0,2,0,0,0,0,1,0
2013-07-31,5.0,20.275,16,65.0,1307311,1,144.745431773143,0,Sommerferien,1,0,Wednesday,0,1,0,0,3,2,7,3,1,2,1,0,0,0,0,0
2013-07-31,5.0,20.275,16,65.0,1307312,2,667.842224335937,0,Sommerferien,1,0,Wednesday,0,1,0,0,3,2,7,3,1,2,0,1,0,0,0,0
2013-07-31,5.0,20.275,16,65.0,1307313,3,321.075920611583,0,Sommerferien,1,0,Wednesday,0,1,0,0,3,2,7,3,1,2,0,0,1,0,0,0
2013-07-31,5.0,20.275,16,65.0,1307315,5,426.985804024935,0,Sommerferien,1,0,Wednesday,0,1,0,0,3,2,7,3,1,2,0,0,0,0,1,0
2013-08-01,6.0,23.4,7,21.0,1308011,1,157.854023011106,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,4,1,0,2,1,0,0,0,0,0
2013-08-01,6.0,23.4,7,21.0,1308012,2,667.213719343287,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,4,1,0,2,0,1,0,0,0,0
2013-08-01,6.0,23.4,7,21.0,1308013,3,304.830310037868,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,4,1,0,2,0,0,1,0,0,0
2013-08-01,6.0,23.4,7,21.0,1308014,4,60.5614573229725,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,4,1,0,2,0,0,0,1,0,0
2013-08-01,6.0,23.4,7,21.0,1308015,5,322.294307178179,0,Sommerferien,1,0,Thursday,0,1,0,0,3,2,4,1,0,2,0,0,0,0,1,0
2013-08-03,4.0,23.3625,11,63.0,1308031,1,186.027178770079,0,Sommerferien,1,0,Saturday,1,1,0,0,3,2,6,2,1,2,1,0,0,0,0,0
2013-08-03,4.0,23.3625,11,63.0,1308032,2,930.801703150498,0,Sommerferien,1,0,Saturday,1,1,0,0,3,2,6,2,1,2,0,1,0,0,0,0
2013-08-03,4.0,23.3625,11,63.0,1308033,3,454.705780795563,0,Sommerferien,1,0,Saturday,1,1,0,0,3,2,6,2,1,2,0,0,1,0,0,0
2013-08-03,4.0,23.3625,11,63.0,1308034,4,51.2749992906831,0,Sommerferien,1,0,Saturday,1,1,0,0,3,2,6,2,1,2,0,0,0,1,0,0
2013-08-03,4.0,23.3625,11,63.0,1308035,5,399.283316370115,0,Sommerferien,1,0,Saturday,1,1,0,0,3,2,6,2,1,2,0,0,0,0,1,0
2013-08-08,7.0,16.975,12,20.0,1308081,1,153.099424561652,0,,0,0,Thursday,0,0,0,0,0,1,6,2,0,3,1,0,0,0,0,0
2013-08-08,7.0,16.975,12,20.0,1308082,2,486.25509543792,0,,0,0,Thursday,0,0,0,0,0,1,6,2,0,3,0,1,0,0,0,0
2013-08-08,7.0,16.975,12,20.0,1308083,3,298.005519792868,0,,0,0,Thursday,0,0,0,0,0,1,6,2,0,3,0,0,1,0,0,0
2013-08-08,7.0,16.975,12,20.0,1308084,4,96.7720958104522,0,,0,0,Thursday,0,0,0,0,0,1,6,2,0,3,0,0,0,1,0,0
2013-08-08,7.0,16.975,12,20.0,1308085,5,464.87537153539,0,,0,0,Thursday,0,0,0,0,0,1,6,2,0,3,0,0,0,0,1,0
2013-08-09,4.0,20.3375,10,21.0,1308091,1,125.620344387906,0,,0,0,Friday,0,0,0,0,0,2,5,2,0,2,1,0,0,0,0,0
2013-08-09,4.0,20.3375,10,21.0,1308092,2,539.975155104136,0,,0,0,Friday,0,0,0,0,0,2,5,2,0,2,0,1,0,0,0,0
2013-08-09,4.0,20.3375,10,21.0,1308093,3,328.22992428157,0,,0,0,Friday,0,0,0,0,0,2,5,2,0,2,0,0,1,0,0,0
2013-08-09,4.0,20.3375,10,21.0,1308094,4,81.4817797241125,0,,0,0,Friday,0,0,0,0,0,2,5,2,0,2,0,0,0,1,0,0
2013-08-09,4.0,20.3375,10,21.0,1308095,5,450.085987485785,0,,0,0,Friday,0,0,0,0,0,2,5,2,0,2,0,0,0,0,1,0
2013-08-10,7.0,19.3625,12,61.0,1308101,1,185.177162656408,0,,0,0,Saturday,1,0,0,0,0,1,6,2,1,3,1,0,0,0,0,0
2013-08-10,7.0,19.3625,12,61.0,1308102,2,614.511830668785,0,,0,0,Saturday,1,0,0,0,0,1,6,2,1,3,0,1,0,0,0,0
2013-08-10,7.0,19.3625,12,61.0,1308103,3,351.617029216224,0,,0,0,Saturday,1,0,0,0,0,1,6,2,1,3,0,0,1,0,0,0
2013-08-10,7.0,19.3625,12,61.0,1308104,4,59.9811123644503,0,,0,0,Saturday,1,0,0,0,0,1,6,2,1,3,0,0,0,1,0,0
2013-08-10,7.0,19.3625,12,61.0,1308105,5,450.993337129113,0,,0,0,Saturday,1,0,0,0,0,1,6,2,1,3,0,0,0,0,1,0
2013-08-11,7.0,16.3875,9,61.0,1308111,1,73.2088330039992,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,1,0,0,0,0,0
2013-08-11,7.0,16.3875,9,61.0,1308112,2,666.9113081568,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,0,1,0,0,0,0
2013-08-11,7.0,16.3875,9,61.0,1308113,3,341.033029953849,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,0,0,1,0,0,0
2013-08-11,7.0,16.3875,9,61.0,1308114,4,60.7087857619079,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,0,0,0,1,0,0
2013-08-11,7.0,16.3875,9,61.0,1308115,5,583.491717818235,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,0,0,0,0,1,0
2013-08-12,7.0,16.45,11,63.0,1308121,1,154.504729536697,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,3,1,0,0,0,0,0
2013-08-12,7.0,16.45,11,63.0,1308122,2,510.019126480035,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,3,0,1,0,0,0,0
2013-08-12,7.0,16.45,11,63.0,1308123,3,253.6233554703,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,3,0,0,1,0,0,0
2013-08-12,7.0,16.45,11,63.0,1308124,4,97.7406166426712,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,3,0,0,0,1,0,0
2013-08-12,7.0,16.45,11,63.0,1308125,5,356.026341718574,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,3,0,0,0,0,1,0
2013-08-13,3.0,16.4,16,95.0,1308131,1,134.064451548102,0,,0,0,Tuesday,0,0,0,0,0,1,7,3,2,1,1,0,0,0,0,0
2013-08-13,3.0,16.4,16,95.0,1308132,2,535.403212817658,0,,0,0,Tuesday,0,0,0,0,0,1,7,3,2,1,0,1,0,0,0,0
2013-08-13,3.0,16.4,16,95.0,1308133,3,271.591283834177,0,,0,0,Tuesday,0,0,0,0,0,1,7,3,2,1,0,0,1,0,0,0
2013-08-13,3.0,16.4,16,95.0,1308134,4,113.863641914766,0,,0,0,Tuesday,0,0,0,0,0,1,7,3,2,1,0,0,0,1,0,0
2013-08-13,3.0,16.4,16,95.0,1308135,5,344.643463915453,0,,0,0,Tuesday,0,0,0,0,0,1,7,3,2,1,0,0,0,0,1,0
2013-08-14,4.0,18.2625,18,61.0,1308141,1,156.972510536869,0,,0,0,Wednesday,0,0,0,0,0,1,8,3,1,2,1,0,0,0,0,0
2013-08-14,4.0,18.2625,18,61.0,1308142,2,520.123590697437,0,,0,0,Wednesday,0,0,0,0,0,1,8,3,1,2,0,1,0,0,0,0
2013-08-14,4.0,18.2625,18,61.0,1308143,3,309.116290264651,0,,0,0,Wednesday,0,0,0,0,0,1,8,3,1,2,0,0,1,0,0,0
2013-08-14,4.0,18.2625,18,61.0,1308144,4,105.567865241887,0,,0,0,Wednesday,0,0,0,0,0,1,8,3,1,2,0,0,0,1,0,0
2013-08-14,4.0,18.2625,18,61.0,1308145,5,441.253111778104,0,,0,0,Wednesday,0,0,0,0,0,1,8,3,1,2,0,0,0,0,1,0
2013-08-16,4.0,23.575,11,0.0,1308161,1,147.79799759804,0,,0,0,Friday,0,0,0,0,0,2,6,2,0,2,1,0,0,0,0,0
2013-08-16,4.0,23.575,11,0.0,1308162,2,552.153714601025,0,,0,0,Friday,0,0,0,0,0,2,6,2,0,2,0,1,0,0,0,0
2013-08-16,4.0,23.575,11,0.0,1308163,3,241.76897512804,0,,0,0,Friday,0,0,0,0,0,2,6,2,0,2,0,0,1,0,0,0
2013-08-16,4.0,23.575,11,0.0,1308164,4,75.2564619591539,0,,0,0,Friday,0,0,0,0,0,2,6,2,0,2,0,0,0,1,0,0
2013-08-16,4.0,23.575,11,0.0,1308165,5,344.468629393561,0,,0,0,Friday,0,0,0,0,0,2,6,2,0,2,0,0,0,0,1,0
2013-08-17,6.0,20.55,7,0.0,1308171,1,221.630418006017,0,,0,0,Saturday,1,0,0,0,0,2,4,1,0,2,1,0,0,0,0,0
2013-08-17,6.0,20.55,7,0.0,1308172,2,583.657434231324,0,,0,0,Saturday,1,0,0,0,0,2,4,1,0,2,0,1,0,0,0,0
2013-08-17,6.0,20.55,7,0.0,1308173,3,280.170045804428,0,,0,0,Saturday,1,0,0,0,0,2,4,1,0,2,0,0,1,0,0,0
2013-08-17,6.0,20.55,7,0.0,1308174,4,96.5293135082104,0,,0,0,Saturday,1,0,0,0,0,2,4,1,0,2,0,0,0,1,0,0
2013-08-17,6.0,20.55,7,0.0,1308175,5,519.834929394153,0,,0,0,Saturday,1,0,0,0,0,2,4,1,0,2,0,0,0,0,1,0
2013-08-18,7.0,18.5875,10,63.0,1308181,1,92.489778506026,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,1,0,0,0,0,0
2013-08-18,7.0,18.5875,10,63.0,1308182,2,669.186211470815,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,0,1,0,0,0,0
2013-08-18,7.0,18.5875,10,63.0,1308183,3,282.599786111443,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,0,0,1,0,0,0
2013-08-18,7.0,18.5875,10,63.0,1308184,4,150.122396942697,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,0,0,0,1,0,0
2013-08-18,7.0,18.5875,10,63.0,1308185,5,479.499541699925,0,,0,0,Sunday,1,0,0,0,0,1,5,2,1,3,0,0,0,0,1,0
2013-08-20,7.0,17.775,8,61.0,1308201,1,111.842396126739,0,,0,0,Tuesday,0,0,0,0,0,1,5,2,1,3,1,0,0,0,0,0
2013-08-20,7.0,17.775,8,61.0,1308202,2,478.730297151576,0,,0,0,Tuesday,0,0,0,0,0,1,5,2,1,3,0,1,0,0,0,0
2013-08-20,7.0,17.775,8,61.0,1308203,3,257.620799680939,0,,0,0,Tuesday,0,0,0,0,0,1,5,2,1,3,0,0,1,0,0,0
2013-08-20,7.0,17.775,8,61.0,1308204,4,64.5022565329893,0,,0,0,Tuesday,0,0,0,0,0,1,5,2,1,3,0,0,0,1,0,0
2013-08-20,7.0,17.775,8,61.0,1308205,5,340.090359959321,0,,0,0,Tuesday,0,0,0,0,0,1,5,2,1,3,0,0,0,0,1,0
2013-08-24,0.0,20.85,16,5.0,1308241,1,201.543109556297,0,,0,0,Saturday,1,0,0,0,0,2,7,3,-1,0,1,0,0,0,0,0
2013-08-24,0.0,20.85,16,5.0,1308242,2,707.94429725517,0,,0,0,Saturday,1,0,0,0,0,2,7,3,-1,0,0,1,0,0,0,0
2013-08-24,0.0,20.85,16,5.0,1308243,3,282.401869590288,0,,0,0,Saturday,1,0,0,0,0,2,7,3,-1,0,0,0,1,0,0,0
2013-08-24,0.0,20.85,16,5.0,1308244,4,124.737464409769,0,,0,0,Saturday,1,0,0,0,0,2,7,3,-1,0,0,0,0,1,0,0
2013-08-24,0.0,20.85,16,5.0,1308245,5,536.196771958902,0,,0,0,Saturday,1,0,0,0,0,2,7,3,-1,0,0,0,0,0,1,0
2013-08-25,0.0,21.3875,16,5.0,1308251,1,83.0226725739551,0,,0,0,Sunday,1,0,0,0,0,2,7,3,-1,0,1,0,0,0,0,0
2013-08-25,0.0,21.3875,16,5.0,1308252,2,726.257649523775,0,,0,0,Sunday,1,0,0,0,0,2,7,3,-1,0,0,1,0,0,0,0
2013-08-25,0.0,21.3875,16,5.0,1308253,3,360.817001197227,0,,0,0,Sunday,1,0,0,0,0,2,7,3,-1,0,0,0,1,0,0,0
2013-08-25,0.0,21.3875,16,5.0,1308254,4,141.066888354584,0,,0,0,Sunday,1,0,0,0,0,2,7,3,-1,0,0,0,0,1,0,0
2013-08-25,0.0,21.3875,16,5.0,1308255,5,495.194334936839,0,,0,0,Sunday,1,0,0,0,0,2,7,3,-1,0,0,0,0,0,1,0
2013-08-26,0.0,20.125,15,5.0,1308261,1,165.829031676714,0,,0,0,Monday,0,0,0,0,0,2,7,3,-1,0,1,0,0,0,0,0
2013-08-26,0.0,20.125,15,5.0,1308262,2,451.536740815421,0,,0,0,Monday,0,0,0,0,0,2,7,3,-1,0,0,1,0,0,0,0
2013-08-26,0.0,20.125,15,5.0,1308263,3,244.936370498996,0,,0,0,Monday,0,0,0,0,0,2,7,3,-1,0,0,0,1,0,0,0
2013-08-26,0.0,20.125,15,5.0,1308264,4,104.448858869003,0,,0,0,Monday,0,0,0,0,0,2,7,3,-1,0,0,0,0,1,0,0
2013-08-26,0.0,20.125,15,5.0,1308265,5,368.72576849632,0,,0,0,Monday,0,0,0,0,0,2,7,3,-1,0,0,0,0,0,1,0
2013-08-30,6.0,19.7875,8,5.0,1308301,1,133.150828452892,0,,0,0,Friday,0,0,0,0,0,1,5,2,-1,2,1,0,0,0,0,0
2013-08-30,6.0,19.7875,8,5.0,1308302,2,492.141265198519,0,,0,0,Friday,0,0,0,0,0,1,5,2,-1,2,0,1,0,0,0,0
2013-08-30,6.0,19.7875,8,5.0,1308303,3,184.252334847289,0,,0,0,Friday,0,0,0,0,0,1,5,2,-1,2,0,0,1,0,0,0
2013-08-30,6.0,19.7875,8,5.0,1308304,4,77.9353068130843,0,,0,0,Friday,0,0,0,0,0,1,5,2,-1,2,0,0,0,1,0,0
2013-08-30,6.0,19.7875,8,5.0,1308305,5,343.345686609289,0,,0,0,Friday,0,0,0,0,0,1,5,2,-1,2,0,0,0,0,1,0
2013-08-31,5.0,18.35,16,21.0,1308311,1,130.821314898435,0,,0,0,Saturday,1,0,0,0,0,1,7,3,0,2,1,0,0,0,0,0
2013-08-31,5.0,18.35,16,21.0,1308312,2,581.490537751984,0,,0,0,Saturday,1,0,0,0,0,1,7,3,0,2,0,1,0,0,0,0
2013-08-31,5.0,18.35,16,21.0,1308313,3,265.410807550213,0,,0,0,Saturday,1,0,0,0,0,1,7,3,0,2,0,0,1,0,0,0
2013-08-31,5.0,18.35,16,21.0,1308314,4,86.0077280021026,0,,0,0,Saturday,1,0,0,0,0,1,7,3,0,2,0,0,0,1,0,0
2013-08-31,5.0,18.35,16,21.0,1308315,5,344.096618940689,0,,0,0,Saturday,1,0,0,0,0,1,7,3,0,2,0,0,0,0,1,0
2013-09-01,7.0,15.8625,16,61.0,1309011,1,95.9704314892471,0,,0,0,Sunday,1,0,0,0,0,1,7,3,1,3,1,0,0,0,0,0
2013-09-01,7.0,15.8625,16,61.0,1309012,2,481.584829613001,0,,0,0,Sunday,1,0,0,0,0,1,7,3,1,3,0,1,0,0,0,0
2013-09-01,7.0,15.8625,16,61.0,1309013,3,239.545084070735,0,,0,0,Sunday,1,0,0,0,0,1,7,3,1,3,0,0,1,0,0,0
2013-09-01,7.0,15.8625,16,61.0,1309014,4,139.776992842103,0,,0,0,Sunday,1,0,0,0,0,1,7,3,1,3,0,0,0,1,0,0
2013-09-01,7.0,15.8625,16,61.0,1309015,5,400.375251601544,0,,0,0,Sunday,1,0,0,0,0,1,7,3,1,3,0,0,0,0,1,0
2013-09-02,7.0,16.575,17,63.0,1309021,1,138.408723210465,0,,0,0,Monday,0,0,0,0,0,1,7,3,1,3,1,0,0,0,0,0
2013-09-02,7.0,16.575,17,63.0,1309022,2,350.023432755307,0,,0,0,Monday,0,0,0,0,0,1,7,3,1,3,0,1,0,0,0,0
2013-09-02,7.0,16.575,17,63.0,1309023,3,165.884794599896,0,,0,0,Monday,0,0,0,0,0,1,7,3,1,3,0,0,1,0,0,0
2013-09-02,7.0,16.575,17,63.0,1309024,4,97.5577291094531,0,,0,0,Monday,0,0,0,0,0,1,7,3,1,3,0,0,0,1,0,0
2013-09-02,7.0,16.575,17,63.0,1309025,5,236.082416986532,0,,0,0,Monday,0,0,0,0,0,1,7,3,1,3,0,0,0,0,1,0
2013-09-03,7.0,18.225,11,21.0,1309031,1,138.825618927843,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,0,3,1,0,0,0,0,0
2013-09-03,7.0,18.225,11,21.0,1309032,2,357.401285676803,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,0,3,0,1,0,0,0,0
2013-09-03,7.0,18.225,11,21.0,1309033,3,174.655491296255,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,0,3,0,0,1,0,0,0
2013-09-03,7.0,18.225,11,21.0,1309034,4,66.7042185386037,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,0,3,0,0,0,1,0,0
2013-09-03,7.0,18.225,11,21.0,1309035,5,270.350123886175,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,0,3,0,0,0,0,1,0
2013-09-08,7.0,20.1625,8,61.0,1309081,1,88.8925958109828,0,,0,0,Sunday,1,0,0,0,0,2,5,2,1,3,1,0,0,0,0,0
2013-09-08,7.0,20.1625,8,61.0,1309082,2,576.040699297842,0,,0,0,Sunday,1,0,0,0,0,2,5,2,1,3,0,1,0,0,0,0
2013-09-08,7.0,20.1625,8,61.0,1309083,3,261.723925353895,0,,0,0,Sunday,1,0,0,0,0,2,5,2,1,3,0,0,1,0,0,0
2013-09-08,7.0,20.1625,8,61.0,1309084,4,115.868951321453,0,,0,0,Sunday,1,0,0,0,0,2,5,2,1,3,0,0,0,1,0,0
2013-09-08,7.0,20.1625,8,61.0,1309085,5,453.792300083562,0,,0,0,Sunday,1,0,0,0,0,2,5,2,1,3,0,0,0,0,1,0
2013-09-09,8.0,11.575,11,63.0,1309091,1,169.359968504942,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,4,1,0,0,0,0,0
2013-09-09,8.0,11.575,11,63.0,1309092,2,331.981293986457,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,4,0,1,0,0,0,0
2013-09-09,8.0,11.575,11,63.0,1309093,3,155.698998919682,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,4,0,0,1,0,0,0
2013-09-09,8.0,11.575,11,63.0,1309094,4,78.4321446410245,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,4,0,0,0,1,0,0
2013-09-09,8.0,11.575,11,63.0,1309095,5,266.740185481098,0,,0,0,Monday,0,0,0,0,0,1,6,2,1,4,0,0,0,0,1,0
2013-09-10,6.0,13.5875,11,65.0,1309101,1,89.6944536084346,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,1,2,1,0,0,0,0,0
2013-09-10,6.0,13.5875,11,65.0,1309102,2,363.667829135983,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,1,2,0,1,0,0,0,0
2013-09-10,6.0,13.5875,11,65.0,1309103,3,186.631885480156,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,1,2,0,0,1,0,0,0
2013-09-10,6.0,13.5875,11,65.0,1309104,4,75.320737395332,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,1,2,0,0,0,1,0,0
2013-09-10,6.0,13.5875,11,65.0,1309105,5,272.085784886284,0,,0,0,Tuesday,0,0,0,0,0,1,6,2,1,2,0,0,0,0,1,0
2013-09-11,6.0,13.9,8,61.0,1309111,1,103.363686559795,0,,0,0,Wednesday,0,0,0,0,0,1,5,2,1,2,1,0,0,0,0,0
2013-09-11,6.0,13.9,8,61.0,1309112,2,350.81380789681,0,,0,0,Wednesday,0,0,0,0,0,1,5,2,1,2,0,1,0,0,0,0
2013-09-11,6.0,13.9,8,61.0,1309113,3,156.993834222857,0,,0,0,Wednesday,0,0,0,0,0,1,5,2,1,2,0,0,1,0,0,0
2013-09-11,6.0,13.9,8,61.0,1309114,4,84.1743682721035,0,,0,0,Wednesday,0,0,0,0,0,1,5,2,1,2,0,0,0,1,0,0
2013-09-11,6.0,13.9,8,61.0,1309115,5,266.283742487977,0,,0,0,Wednesday,0,0,0,0,0,1,5,2,1,2,0,0,0,0,1,0
2013-09-12,6.0,16.1125,6,61.0,1309121,1,106.474399987548,0,,0,0,Thursday,0,0,0,0,0,1,4,1,1,2,1,0,0,0,0,0
2013-09-12,6.0,16.1125,6,61.0,1309122,2,354.282593212868,0,,0,0,Thursday,0,0,0,0,0,1,4,1,1,2,0,1,0,0,0,0
2013-09-12,6.0,16.1125,6,61.0,1309123,3,128.957531070768,0,,0,0,Thursday,0,0,0,0,0,1,4,1,1,2,0,0,1,0,0,0
2013-09-12,6.0,16.1125,6,61.0,1309124,4,79.9069125959926,0,,0,0,Thursday,0,0,0,0,0,1,4,1,1,2,0,0,0,1,0,0
2013-09-12,6.0,16.1125,6,61.0,1309125,5,291.297115676725,0,,0,0,Thursday,0,0,0,0,0,1,4,1,1,2,0,0,0,0,1,0
2013-09-13,6.0,17.4375,5,21.0,1309131,1,122.564626199915,0,,0,0,Friday,0,0,0,0,0,1,3,1,0,2,1,0,0,0,0,0
2013-09-13,6.0,17.4375,5,21.0,1309132,2,413.041864366013,0,,0,0,Friday,0,0,0,0,0,1,3,1,0,2,0,1,0,0,0,0
2013-09-13,6.0,17.4375,5,21.0,1309133,3,142.450922270702,0,,0,0,Friday,0,0,0,0,0,1,3,1,0,2,0,0,1,0,0,0
2013-09-13,6.0,17.4375,5,21.0,1309134,4,60.0423801030524,0,,0,0,Friday,0,0,0,0,0,1,3,1,0,2,0,0,0,1,0,0
2013-09-13,6.0,17.4375,5,21.0,1309135,5,306.313400312796,0,,0,0,Friday,0,0,0,0,0,1,3,1,0,2,0,0,0,0,1,0
2013-09-14,5.0,17.625,10,63.0,1309141,1,174.938807466572,0,,0,0,Saturday,1,0,0,0,0,1,5,2,1,2,1,0,0,0,0,0
