Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KiWo,Ferien,Is_Ferien,Holiday,Bewoelkung_Imputed,Wettercode_Imputed
2014-08-01,1,26.725,8,0,1408013,3,319.500774930285,0,Sommerferien,1,0,0,1
2014-08-01,1,26.725,8,0,1408014,4,55.4922004171488,0,Sommerferien,1,0,0,1
2014-08-01,1,26.725,8,0,1408015,5,338.081748886164,0,Sommerferien,1,0,0,1
2014-08-02,2,26.0875,12,21,1408021,1,189.444073316264,0,Sommerferien,1,0,0,1
2014-08-02,2,26.0875,12,21,1408022,2,792.653007246797,0,Sommerferien,1,0,0,1
2014-08-02,2,26.0875,12,21,1408023,3,371.317889627818,0,Sommerferien,1,0,0,1
2014-08-02,2,26.0875,12,21,1408024,4,71.2444851718065,0,Sommerferien,1,0,0,1
2014-08-02,2,26.0875,12,21,1408025,5,366.861495444026,0,Sommerferien,1,0,0,1
2014-08-03,5,23.0875,9,63,1408031,1,75.380692980006,0,Sommerferien,1,0,0,0
2014-08-03,5,23.0875,9,63,1408032,2,771.25128183175,0,Sommerferien,1,0,0,0
2014-08-03,5,23.0875,9,63,1408033,3,343.43792282254,0,Sommerferien,1,0,0,0
2014-08-03,5,23.0875,9,63,1408034,4,100.964636640682,0,Sommerferien,1,0,0,0
2014-08-03,5,23.0875,9,63,1408035,5,290.009691273793,0,Sommerferien,1,0,0,0
2014-08-04,6,22.5125,8,95,1408041,1,190.631341627449,0,Sommerferien,1,0,0,1
2014-08-04,6,22.5125,8,95,1408042,2,698.072698306791,0,Sommerferien,1,0,0,1
2014-08-04,6,22.5125,8,95,1408043,3,297.367760654552,0,Sommerferien,1,0,0,1
2014-08-04,6,22.5125,8,95,1408044,4,79.889568584304,0,Sommerferien,1,0,0,1
2014-08-04,6,22.5125,8,95,1408045,5,316.777899859372,0,Sommerferien,1,0,0,1
2014-08-05,5,23.0875,10,95,1408051,1,158.481203915988,0,Sommerferien,1,0,0,1
2014-08-05,5,23.0875,10,95,1408052,2,686.651118672334,0,Sommerferien,1,0,0,1
2014-08-05,5,23.0875,10,95,1408053,3,368.177763746686,0,Sommerferien,1,0,0,1
2014-08-05,5,23.0875,10,95,1408055,5,309.373113154504,0,Sommerferien,1,0,0,1
2014-08-06,0,22.825,10,5,1408061,1,140.003286627353,0,Sommerferien,1,0,0,1
2014-08-06,0,22.825,10,5,1408062,2,716.477063899978,0,Sommerferien,1,0,0,1
2014-08-06,0,22.825,10,5,1408063,3,445.601241556296,0,Sommerferien,1,0,0,1
2014-08-06,0,22.825,10,5,1408064,4,97.1130711484701,0,Sommerferien,1,0,0,1
2014-08-06,0,22.825,10,5,1408065,5,319.569141755667,0,Sommerferien,1,0,0,1
2014-08-07,7,20.3125,6,61,1408071,1,172.493580385229,0,Sommerferien,1,0,0,0
2014-08-07,7,20.3125,6,61,1408072,2,716.105540961349,0,Sommerferien,1,0,0,0
2014-08-07,7,20.3125,6,61,1408073,3,369.463319760391,0,Sommerferien,1,0,0,0
2014-08-07,7,20.3125,6,61,1408074,4,47.3199692188423,0,Sommerferien,1,0,0,0
2014-08-07,7,20.3125,6,61,1408075,5,368.694685994019,0,Sommerferien,1,0,0,0
2014-08-08,3,22.725,8,21,1408081,1,194.226703064487,0,Sommerferien,1,0,0,1
2014-08-08,3,22.725,8,21,1408082,2,758.990490310671,0,Sommerferien,1,0,0,1
2014-08-08,3,22.725,8,21,1408083,3,403.367070559787,0,Sommerferien,1,0,0,1
2014-08-08,3,22.725,8,21,1408085,5,381.207188610429,0,Sommerferien,1,0,0,1
2014-08-09,6,20.1,17,61,1408091,1,216.790146013299,0,Sommerferien,1,0,0,0
2014-08-09,6,20.1,17,61,1408092,2,874.906746085002,0,Sommerferien,1,0,0,0
2014-08-09,6,20.1,17,61,1408093,3,421.552973897958,0,Sommerferien,1,0,0,0
2014-08-09,6,20.1,17,61,1408095,5,445.026634851619,0,Sommerferien,1,0,0,0
2014-08-10,6,23.1,12,20,1408101,1,98.5919510239083,0,Sommerferien,1,0,0,1
2014-08-10,6,23.1,12,20,1408102,2,745.259273774263,0,Sommerferien,1,0,0,1
2014-08-10,6,23.1,12,20,1408103,3,361.157964082022,0,Sommerferien,1,0,0,1
2014-08-10,6,23.1,12,20,1408104,4,151.093936302627,0,Sommerferien,1,0,0,1
2014-08-10,6,23.1,12,20,1408105,5,381.081855640357,0,Sommerferien,1,0,0,1
2014-08-11,4,20.075,13,21,1408111,1,186.843287518034,0,Sommerferien,1,0,0,0
2014-08-11,4,20.075,13,21,1408112,2,653.868277321944,0,Sommerferien,1,0,0,0
2014-08-11,4,20.075,13,21,1408113,3,333.672393288692,0,Sommerferien,1,0,0,0
2014-08-11,4,20.075,13,21,1408114,4,91.1963472550968,0,Sommerferien,1,0,0,0
2014-08-11,4,20.075,13,21,1408115,5,330.315799401244,0,Sommerferien,1,0,0,0
2014-08-12,5,16.9125,12,95,1408121,1,155.633056469153,0,Sommerferien,1,0,0,0
2014-08-12,5,16.9125,12,95,1408122,2,664.240810149929,0,Sommerferien,1,0,0,0
2014-08-12,5,16.9125,12,95,1408123,3,358.729401264242,0,Sommerferien,1,0,0,0
2014-08-12,5,16.9125,12,95,1408124,4,63.2167591821066,0,Sommerferien,1,0,0,0
2014-08-12,5,16.9125,12,95,1408125,5,334.42905626527,0,Sommerferien,1,0,0,0
2014-08-13,2,20.9375,10,0,1408131,1,129.960879412869,0,Sommerferien,1,0,0,1
2014-08-13,2,20.9375,10,0,1408132,2,677.282564266312,0,Sommerferien,1,0,0,1
2014-08-13,2,20.9375,10,0,1408133,3,333.616342702918,0,Sommerferien,1,0,0,1
2014-08-13,2,20.9375,10,0,1408134,4,76.235138727592,0,Sommerferien,1,0,0,1
2014-08-13,2,20.9375,10,0,1408135,5,410.801127074541,0,Sommerferien,1,0,0,1
2014-08-14,7,18.05,10,65,1408141,1,162.312059256018,0,Sommerferien,1,0,0,0
2014-08-14,7,18.05,10,65,1408142,2,678.815717852276,0,Sommerferien,1,0,0,0
2014-08-14,7,18.05,10,65,1408143,3,339.910400493007,0,Sommerferien,1,0,0,0
2014-08-14,7,18.05,10,65,1408144,4,57.2280256624507,0,Sommerferien,1,0,0,0
2014-08-14,7,18.05,10,65,1408145,5,355.666119942456,0,Sommerferien,1,0,0,0
2014-08-15,6,18.3625,8,61,1408151,1,232.668688554884,0,Sommerferien,1,0,0,0
2014-08-15,6,18.3625,8,61,1408152,2,693.284904927365,0,Sommerferien,1,0,0,0
2014-08-15,6,18.3625,8,61,1408153,3,335.82007347829,0,Sommerferien,1,0,0,0
2014-08-15,6,18.3625,8,61,1408154,4,87.458687582647,0,Sommerferien,1,0,0,0
2014-08-15,6,18.3625,8,61,1408155,5,387.526085659007,0,Sommerferien,1,0,0,0
2014-08-16,6,17.2,15,61,1408161,1,229.321098599377,0,Sommerferien,1,0,0,0
2014-08-16,6,17.2,15,61,1408162,2,799.707903247338,0,Sommerferien,1,0,0,0
2014-08-16,6,17.2,15,61,1408163,3,398.439701504847,0,Sommerferien,1,0,0,0
2014-08-16,6,17.2,15,61,1408164,4,72.4171950384352,0,Sommerferien,1,0,0,0
2014-08-16,6,17.2,15,61,1408165,5,434.075054526158,0,Sommerferien,1,0,0,0
2014-08-17,7,15.65,13,61,1408171,1,0.0,0,Sommerferien,1,0,0,0
2014-08-17,7,15.65,13,61,1408172,2,0.0,0,Sommerferien,1,0,0,0
2014-08-17,7,15.65,13,61,1408173,3,0.0,0,Sommerferien,1,0,0,0
2014-08-17,7,15.65,13,61,1408174,4,0.0,0,Sommerferien,1,0,0,0
2014-08-17,7,15.65,13,61,1408175,5,0.0,0,Sommerferien,1,0,0,0
2014-08-17,7,15.65,13,61,1408176,6,0.0,0,Sommerferien,1,0,0,0
2014-08-18,6,15.2,15,61,1408181,1,204.943578961263,0,Sommerferien,1,0,0,0
2014-08-18,6,15.2,15,61,1408182,2,764.810921387808,0,Sommerferien,1,0,0,0
2014-08-18,6,15.2,15,61,1408183,3,452.006265844125,0,Sommerferien,1,0,0,0
2014-08-18,6,15.2,15,61,1408184,4,142.146441343042,0,Sommerferien,1,0,0,0
2014-08-18,6,15.2,15,61,1408185,5,556.679926797148,0,Sommerferien,1,0,0,0
2014-08-19,6,14.0875,12,61,1408191,1,157.516513226105,0,Sommerferien,1,0,0,0
2014-08-19,6,14.0875,12,61,1408192,2,628.966445772187,0,Sommerferien,1,0,0,0
2014-08-19,6,14.0875,12,61,1408193,3,292.31803993042,0,Sommerferien,1,0,0,0
2014-08-19,6,14.0875,12,61,1408194,4,57.8173464999656,0,Sommerferien,1,0,0,0
2014-08-19,6,14.0875,12,61,1408195,5,346.554678770709,0,Sommerferien,1,0,0,0
2014-08-20,5,15.675,17,21,1408201,1,175.194857952978,0,Sommerferien,1,0,0,0
2014-08-20,5,15.675,17,21,1408202,2,643.938175647555,0,Sommerferien,1,0,0,0
2014-08-20,5,15.675,17,21,1408203,3,266.702414649788,0,Sommerferien,1,0,0,0
2014-08-20,5,15.675,17,21,1408204,4,79.2795151180945,0,Sommerferien,1,0,0,0
2014-08-20,5,15.675,17,21,1408205,5,357.682821176506,0,Sommerferien,1,0,0,0
2014-08-21,5,16.2625,11,21,1408211,1,177.59614021373,0,Sommerferien,1,0,0,0
2014-08-21,5,16.2625,11,21,1408212,2,619.405496973352,0,Sommerferien,1,0,0,0
2014-08-21,5,16.2625,11,21,1408213,3,328.98244802647,0,Sommerferien,1,0,0,0
2014-08-21,5,16.2625,11,21,1408214,4,129.380176748505,0,Sommerferien,1,0,0,0
2014-08-21,5,16.2625,11,21,1408215,5,344.591031316145,0,Sommerferien,1,0,0,0
2014-08-22,7,16.325,12,61,1408221,1,196.422158119718,0,Sommerferien,1,0,0,0
2014-08-22,7,16.325,12,61,1408222,2,648.097075152002,0,Sommerferien,1,0,0,0
2014-08-22,7,16.325,12,61,1408223,3,327.903442796523,0,Sommerferien,1,0,0,0
2014-08-22,7,16.325,12,61,1408224,4,141.593761741229,0,Sommerferien,1,0,0,0
2014-08-22,7,16.325,12,61,1408225,5,379.972535118436,0,Sommerferien,1,0,0,0
2014-08-23,4,15.9875,11,21,1408231,1,226.633053661476,0,Sommerferien,1,0,0,0
2014-08-23,4,15.9875,11,21,1408232,2,811.164148879375,0,Sommerferien,1,0,0,0
2014-08-23,4,15.9875,11,21,1408233,3,436.061018707048,0,Sommerferien,1,0,0,0
2014-08-23,4,15.9875,11,21,1408234,4,83.6088309577645,0,Sommerferien,1,0,0,0
2014-08-23,4,15.9875,11,21,1408235,5,417.463006841929,0,Sommerferien,1,0,0,0
2014-08-24,3,16.3125,20,21,1408241,1,151.925968486667,0,,0,0,0,0
2014-08-24,3,16.3125,20,21,1408242,2,861.503164156281,0,,0,0,0,0
2014-08-24,3,16.3125,20,21,1408243,3,363.974117037647,0,,0,0,0,0
2014-08-24,3,16.3125,20,21,1408244,4,153.573168857594,0,,0,0,0,0
2014-08-24,3,16.3125,20,21,1408245,5,458.285490286472,0,,0,0,0,0
2014-08-25,5,14.7875,13,65,1408251,1,202.245341655226,0,,0,0,0,0
2014-08-25,5,14.7875,13,65,1408252,2,453.730646773893,0,,0,0,0,0
2014-08-25,5,14.7875,13,65,1408253,3,253.32067905636,0,,0,0,0,0
2014-08-25,5,14.7875,13,65,1408254,4,86.6579211950299,0,,0,0,0,0
2014-08-25,5,14.7875,13,65,1408255,5,261.569599386496,0,,0,0,0,0
2014-08-26,3,17.325,7,0,1408261,1,143.842260185182,0,,0,0,0,1
2014-08-26,3,17.325,7,0,1408262,2,468.647046949547,0,,0,0,0,1
2014-08-26,3,17.325,7,0,1408263,3,212.353122239622,0,,0,0,0,1
2014-08-26,3,17.325,7,0,1408264,4,64.7300809868511,0,,0,0,0,1
2014-08-26,3,17.325,7,0,1408265,5,297.826898355689,0,,0,0,0,1
2014-08-27,1,19.875,9,0,1408271,1,141.124540763453,0,,0,0,0,1
2014-08-27,1,19.875,9,0,1408272,2,552.631235154782,0,,0,0,0,1
2014-08-27,1,19.875,9,0,1408273,3,203.47656887381,0,,0,0,0,1
2014-08-27,1,19.875,9,0,1408274,4,91.7596012818803,0,,0,0,0,1
2014-08-27,1,19.875,9,0,1408275,5,357.732101208972,0,,0,0,0,1
2014-08-28,0,19.75,9,0,1408281,1,147.59794847913,0,,0,0,0,0
2014-08-28,0,19.75,9,0,1408282,2,531.716288092032,0,,0,0,0,0
2014-08-28,0,19.75,9,0,1408283,3,251.865349600569,0,,0,0,0,0
2014-08-28,0,19.75,9,0,1408284,4,62.5912389709587,0,,0,0,0,0
2014-08-28,0,19.75,9,0,1408285,5,279.80996962599,0,,0,0,0,0
2014-08-29,5,19.125,12,63,1408291,1,119.001507763099,0,,0,0,0,0
2014-08-29,5,19.125,12,63,1408292,2,523.697281303577,0,,0,0,0,0
2014-08-29,5,19.125,12,63,1408293,3,256.780128275747,0,,0,0,0,0
2014-08-29,5,19.125,12,63,1408294,4,82.0627400312176,0,,0,0,0,0
2014-08-29,5,19.125,12,63,1408295,5,287.276593971779,0,,0,0,0,0
2014-08-30,7,17.75,9,61,1408301,1,162.81504486744,0,,0,0,0,0
2014-08-30,7,17.75,9,61,1408302,2,663.358329683797,0,,0,0,0,0
2014-08-30,7,17.75,9,61,1408303,3,295.555330754378,0,,0,0,0,0
2014-08-30,7,17.75,9,61,1408304,4,73.6875276947211,0,,0,0,0,0
2014-08-30,7,17.75,9,61,1408305,5,308.207385097927,0,,0,0,0,0
2014-08-31,7,16.375,8,21,1408311,1,136.994199378168,0,,0,0,0,0
2014-08-31,7,16.375,8,21,1408312,2,636.485647070072,0,,0,0,0,0
2014-08-31,7,16.375,8,21,1408313,3,253.800184477715,0,,0,0,0,0
2014-08-31,7,16.375,8,21,1408314,4,173.204821790261,0,,0,0,0,0
2014-08-31,7,16.375,8,21,1408315,5,399.571169014924,0,,0,0,0,0
2014-09-01,7,17.875,12,61,1409011,1,192.583927536972,0,,0,0,0,0
2014-09-01,7,17.875,12,61,1409012,2,482.354587353566,0,,0,0,0,0
2014-09-01,7,17.875,12,61,1409013,3,226.543273328489,0,,0,0,0,0
2014-09-01,7,17.875,12,61,1409015,5,295.524396420605,0,,0,0,0,0
2014-09-02,2,18.375,13,21,1409021,1,93.4032112729648,0,,0,0,0,1
2014-09-02,2,18.375,13,21,1409022,2,458.402237519055,0,,0,0,0,1
2014-09-02,2,18.375,13,21,1409023,3,240.285480333537,0,,0,0,0,1
2014-09-02,2,18.375,13,21,1409024,4,57.3142573687701,0,,0,0,0,1
2014-09-02,2,18.375,13,21,1409025,5,288.614038229533,0,,0,0,0,1
2014-09-03,2,18.75,13,5,1409031,1,128.100882145258,0,,0,0,0,1
2014-09-03,2,18.75,13,5,1409032,2,472.100194205842,0,,0,0,0,1
2014-09-03,2,18.75,13,5,1409033,3,234.738745605959,0,,0,0,0,1
2014-09-03,2,18.75,13,5,1409034,4,87.8687082235248,0,,0,0,0,1
2014-09-03,2,18.75,13,5,1409035,5,318.657254851078,0,,0,0,0,1
2014-09-04,0,20.0,15,3,1409041,1,118.732274802375,0,,0,0,0,1
2014-09-04,0,20.0,15,3,1409042,2,450.131647250312,0,,0,0,0,1
2014-09-04,0,20.0,15,3,1409043,3,223.143360976669,0,,0,0,0,1
2014-09-04,0,20.0,15,3,1409044,4,72.2598802255058,0,,0,0,0,1
2014-09-04,0,20.0,15,3,1409045,5,375.152423879348,0,,0,0,0,1
2014-09-05,2,21.375,10,0,1409051,1,168.798990410438,0,,0,0,0,1
2014-09-05,2,21.375,10,0,1409052,2,486.120366811752,0,,0,0,0,1
2014-09-05,2,21.375,10,0,1409053,3,207.795889822214,0,,0,0,0,1
2014-09-05,2,21.375,10,0,1409054,4,100.039080697173,0,,0,0,0,1
2014-09-05,2,21.375,10,0,1409055,5,414.188447957927,0,,0,0,0,1
2014-09-06,2,24.0,5,21,1409061,1,165.47761720592,0,,0,0,0,1
2014-09-06,2,24.0,5,21,1409062,2,631.796059601553,0,,0,0,0,1
2014-09-06,2,24.0,5,21,1409063,3,250.55328368274,0,,0,0,0,1
2014-09-06,2,24.0,5,21,1409064,4,81.5506858317984,0,,0,0,0,1
2014-09-06,2,24.0,5,21,1409065,5,379.478163301917,0,,0,0,0,1
2014-09-07,5,20.0,6,21,1409071,1,48.9648440975496,0,,0,0,0,0
2014-09-07,5,20.0,6,21,1409072,2,611.729474874284,0,,0,0,0,0
2014-09-07,5,20.0,6,21,1409073,3,268.503120177705,0,,0,0,0,0
2014-09-07,5,20.0,6,21,1409074,4,121.70644713533,0,,0,0,0,0
2014-09-07,5,20.0,6,21,1409075,5,305.32143010071,0,,0,0,0,0
2014-09-08,4,17.375,12,21,1409081,1,177.361261107402,0,,0,0,0,0
2014-09-08,4,17.375,12,21,1409082,2,362.94350360382,0,,0,0,0,0
2014-09-08,4,17.375,12,21,1409083,3,181.481306520206,0,,0,0,0,0
2014-09-08,4,17.375,12,21,1409084,4,76.831488372097,0,,0,0,0,0
2014-09-08,4,17.375,12,21,1409085,5,235.073802916373,0,,0,0,0,0
2014-09-09,6,17.125,16,63,1409091,1,128.017374563252,0,,0,0,0,0
2014-09-09,6,17.125,16,63,1409092,2,417.309647321288,0,,0,0,0,0
2014-09-09,6,17.125,16,63,1409093,3,194.812556589498,0,,0,0,0,0
2014-09-09,6,17.125,16,63,1409094,4,44.9555309113161,0,,0,0,0,0
2014-09-09,6,17.125,16,63,1409095,5,293.590296834253,0,,0,0,0,0
2014-09-10,2,18.625,12,0,1409101,1,173.546299647139,0,,0,0,0,1
2014-09-10,2,18.625,12,0,1409102,2,400.83119972293,0,,0,0,0,1
2014-09-10,2,18.625,12,0,1409103,3,166.415961416606,0,,0,0,0,1
2014-09-10,2,18.625,12,0,1409105,5,300.968840698784,0,,0,0,0,1
2014-09-11,4,17.375,13,21,1409111,1,165.169051552497,0,,0,0,0,1
2014-09-11,4,17.375,13,21,1409112,2,438.949019339398,0,,0,0,0,1
2014-09-11,4,17.375,13,21,1409113,3,160.69566581164,0,,0,0,0,1
2014-09-11,4,17.375,13,21,1409114,4,85.1686827007037,0,,0,0,0,1
2014-09-11,4,17.375,13,21,1409115,5,279.576229303086,0,,0,0,0,1
2014-09-12,1,18.25,11,5,1409121,1,130.3659563908,0,,0,0,0,1
2014-09-12,1,18.25,11,5,1409122,2,394.097063724273,0,,0,0,0,1
2014-09-12,1,18.25,11,5,1409123,3,163.496291050293,0,,0,0,0,1
2014-09-12,1,18.25,11,5,1409124,4,86.8549239870084,0,,0,0,0,1
2014-09-12,1,18.25,11,5,1409125,5,308.339123895824,0,,0,0,0,1
2014-09-13,7,17.0,12,20,1409131,1,152.497010928097,0,,0,0,0,1
2014-09-13,7,17.0,12,20,1409132,2,579.441847231862,0,,0,0,0,1
2014-09-13,7,17.0,12,20,1409133,3,202.680233069363,0,,0,0,0,1
2014-09-13,7,17.0,12,20,1409134,4,95.0356469783593,0,,0,0,0,1
2014-09-13,7,17.0,12,20,1409135,5,368.08036123658,0,,0,0,0,1
2014-09-14,7,17.625,14,61,1409141,1,60.5960658536456,0,,0,0,0,0
2014-09-14,7,17.625,14,61,1409142,2,567.700325745729,0,,0,0,0,0
2014-09-14,7,17.625,14,61,1409143,3,225.776419048427,0,,0,0,0,0
2014-09-14,7,17.625,14,61,1409144,4,61.6496610362342,0,,0,0,0,0
2014-09-14,7,17.625,14,61,1409145,5,308.18471248164,0,,0,0,0,0
2014-09-15,2,19.75,13,5,1409151,1,154.556691403417,0,,0,0,0,1
2014-09-15,2,19.75,13,5,1409152,2,329.771125793257,0,,0,0,0,1
2014-09-15,2,19.75,13,5,1409153,3,168.5821507078,0,,0,0,0,1
2014-09-15,2,19.75,13,5,1409154,4,65.4469957924061,0,,0,0,0,1
2014-09-15,2,19.75,13,5,1409155,5,246.361952258277,0,,0,0,0,1
2014-09-16,0,20.125,13,5,1409161,1,106.657464651771,0,,0,0,0,1
2014-09-16,0,20.125,13,5,1409162,2,398.175977428321,0,,0,0,0,1
2014-09-16,0,20.125,13,5,1409163,3,158.588637787684,0,,0,0,0,1
2014-09-16,0,20.125,13,5,1409164,4,89.2613596631694,0,,0,0,0,1
2014-09-16,0,20.125,13,5,1409165,5,260.556443386613,0,,0,0,0,1
2014-09-17,1,19.875,18,5,1409171,1,140.230426469916,0,,0,0,0,1
2014-09-17,1,19.875,18,5,1409172,2,397.847841818431,0,,0,0,0,1
2014-09-17,1,19.875,18,5,1409173,3,141.710275930971,0,,0,0,0,1
2014-09-17,1,19.875,18,5,1409174,4,42.4632525722224,0,,0,0,0,1
2014-09-17,1,19.875,18,5,1409175,5,328.670868886296,0,,0,0,0,1
2014-09-18,0,20.5,13,5,1409181,1,168.767383241785,0,,0,0,0,1
2014-09-18,0,20.5,13,5,1409182,2,397.178925069403,0,,0,0,0,1
2014-09-18,0,20.5,13,5,1409183,3,153.185621725663,0,,0,0,0,1
2014-09-18,0,20.5,13,5,1409184,4,66.1599462279164,0,,0,0,0,1
2014-09-18,0,20.5,13,5,1409185,5,310.703033895321,0,,0,0,0,1
2014-09-19,0,20.75,9,5,1409191,1,140.144453118865,0,,0,0,0,0
2014-09-19,0,20.75,9,5,1409192,2,402.244894589535,0,,0,0,0,0
2014-09-19,0,20.75,9,5,1409193,3,181.192284839408,0,,0,0,0,0
2014-09-19,0,20.75,9,5,1409194,4,67.7692374014595,0,,0,0,0,0
2014-09-19,0,20.75,9,5,1409195,5,332.883133774602,0,,0,0,0,0
2014-09-20,3,19.375,7,10,1409201,1,197.959086294477,0,,0,0,0,0
2014-09-20,3,19.375,7,10,1409202,2,569.825965185954,0,,0,0,0,0
2014-09-20,3,19.375,7,10,1409203,3,238.229987099986,0,,0,0,0,0
2014-09-20,3,19.375,7,10,1409204,4,92.9711766878255,0,,0,0,0,0
2014-09-20,3,19.375,7,10,1409205,5,373.742122406735,0,,0,0,0,0
2014-09-21,4,17.0,15,21,1409211,1,80.5859142164798,0,,0,0,0,0
2014-09-21,4,17.0,15,21,1409212,2,602.711358590014,0,,0,0,0,0
2014-09-21,4,17.0,15,21,1409213,3,252.012812670797,0,,0,0,0,0
2014-09-21,4,17.0,15,21,1409214,4,137.727348019177,0,,0,0,0,0
2014-09-21,4,17.0,15,21,1409215,5,402.989935831425,0,,0,0,0,0
2014-09-22,6,13.0,17,21,1409221,1,134.865103794751,0,,0,0,0,0
2014-09-22,6,13.0,17,21,1409222,2,381.105485691034,0,,0,0,0,0
2014-09-22,6,13.0,17,21,1409223,3,154.947972943461,0,,0,0,0,0
2014-09-22,6,13.0,17,21,1409225,5,270.105696755365,0,,0,0,0,0
2014-09-23,4,14.75,6,0,1409231,1,140.774695330895,0,,0,0,0,1
2014-09-23,4,14.75,6,0,1409232,2,395.311723669985,0,,0,0,0,1
2014-09-23,4,14.75,6,0,1409233,3,159.108501716463,0,,0,0,0,1
2014-09-23,4,14.75,6,0,1409234,4,59.5734018328688,0,,0,0,0,1
2014-09-23,4,14.75,6,0,1409235,5,276.659712997343,0,,0,0,0,1
2014-09-24,7,15.375,10,63,1409241,1,108.711123767423,0,,0,0,0,0
2014-09-24,7,15.375,10,63,1409242,2,366.573708065858,0,,0,0,0,0
2014-09-24,7,15.375,10,63,1409243,3,152.306301086813,0,,0,0,0,0
2014-09-24,7,15.375,10,63,1409244,4,61.6804845934115,0,,0,0,0,0
2014-09-24,7,15.375,10,63,1409245,5,271.173455994606,0,,0,0,0,0
2014-09-25,7,14.5,17,61,1409251,1,108.067086651751,0,,0,0,0,0
2014-09-25,7,14.5,17,61,1409252,2,354.840744536323,0,,0,0,0,0
2014-09-25,7,14.5,17,61,1409253,3,143.336816393684,0,,0,0,0,0
2014-09-25,7,14.5,17,61,1409254,4,43.0705910015315,0,,0,0,0,0
2014-09-25,7,14.5,17,61,1409255,5,298.012563106301,0,,0,0,0,0
2014-09-26,7,16.75,13,61,1409261,1,117.377429960871,0,,0,0,0,0
2014-09-26,7,16.75,13,61,1409262,2,379.344936641425,0,,0,0,0,0
2014-09-26,7,16.75,13,61,1409263,3,144.769725122993,0,,0,0,0,0
2014-09-26,7,16.75,13,61,1409264,4,64.1347190059562,0,,0,0,0,0
2014-09-26,7,16.75,13,61,1409265,5,350.315063045348,0,,0,0,0,0
2014-09-27,2,16.375,14,61,1409271,1,139.171163845637,0,,0,0,0,1
2014-09-27,2,16.375,14,61,1409272,2,474.89364807078,0,,0,0,0,1
2014-09-27,2,16.375,14,61,1409273,3,210.20969581799,0,,0,0,0,1
2014-09-27,2,16.375,14,61,1409274,4,78.5482535287746,0,,0,0,0,1
2014-09-27,2,16.375,14,61,1409275,5,291.624712216349,0,,0,0,0,1
2014-09-28,4,18.5,7,0,1409281,1,60.4829614839036,0,,0,0,0,1
2014-09-28,4,18.5,7,0,1409282,2,531.938294754594,0,,0,0,0,1
2014-09-28,4,18.5,7,0,1409283,3,188.273053603534,0,,0,0,0,1
2014-09-28,4,18.5,7,0,1409284,4,97.3262195437161,0,,0,0,0,1
2014-09-28,4,18.5,7,0,1409285,5,259.829447609604,0,,0,0,0,1
2014-09-29,6,18.125,6,95,1409291,1,146.640779180328,0,,0,0,0,1
2014-09-29,6,18.125,6,95,1409292,2,383.189548824255,0,,0,0,0,1
2014-09-29,6,18.125,6,95,1409293,3,159.611110099364,0,,0,0,0,1
2014-09-29,6,18.125,6,95,1409294,4,56.6829857088611,0,,0,0,0,1
2014-09-29,6,18.125,6,95,1409295,5,299.916302228623,0,,0,0,0,1
2014-09-30,7,16.5,5,61,1409301,1,125.317010604255,0,,0,0,0,0
2014-09-30,7,16.5,5,61,1409302,2,419.295409384144,0,,0,0,0,0
2014-09-30,7,16.5,5,61,1409303,3,171.708864102195,0,,0,0,0,0
2014-09-30,7,16.5,5,61,1409304,4,83.5718858944338,0,,0,0,0,0
2014-09-30,7,16.5,5,61,1409305,5,297.20876579818,0,,0,0,0,0
2014-10-01,6,17.75,6,10,1410011,1,159.473253138624,0,,0,0,0,0
2014-10-01,6,17.75,6,10,1410012,2,416.001423907184,0,,0,0,0,0
2014-10-01,6,17.75,6,10,1410013,3,150.620021574618,0,,0,0,0,0
2014-10-01,6,17.75,6,10,1410014,4,73.4335227011685,0,,0,0,0,0
2014-10-01,6,17.75,6,10,1410015,5,290.758945021528,0,,0,0,0,0
2014-10-02,6,18.0,6,21,1410021,1,183.411275500045,0,,0,0,0,1
2014-10-02,6,18.0,6,21,1410022,2,441.737318758307,0,,0,0,0,1
2014-10-02,6,18.0,6,21,1410023,3,164.42041516337,0,,0,0,0,1
2014-10-02,6,18.0,6,21,1410024,4,121.311910293281,0,,0,0,0,1
2014-10-02,6,18.0,6,21,1410025,5,330.469152570208,0,,0,0,0,1
2014-10-03,3,20.0,6,10,1410031,1,62.591191559266,0,,0,1,0,0
2014-10-03,3,20.0,6,10,1410032,2,707.739671966281,0,,0,1,0,0
2014-10-03,3,20.0,6,10,1410033,3,269.827117830639,0,,0,1,0,0
2014-10-03,3,20.0,6,10,1410034,4,139.076621627262,0,,0,1,0,0
2014-10-03,3,20.0,6,10,1410035,5,392.78227452548,0,,0,1,0,0
2014-10-04,0,18.5,8,5,1410041,1,194.365187583031,0,,0,0,0,0
2014-10-04,0,18.5,8,5,1410042,2,677.822064186239,0,,0,0,0,0
2014-10-04,0,18.5,8,5,1410043,3,281.757971200957,0,,0,0,0,0
2014-10-04,0,18.5,8,5,1410044,4,107.332625116256,0,,0,0,0,0
2014-10-04,0,18.5,8,5,1410045,5,415.416761967546,0,,0,0,0,0
2014-10-05,1,16.25,7,0,1410051,1,82.1342445154272,0,,0,0,0,1
2014-10-05,1,16.25,7,0,1410052,2,773.738416673644,0,,0,0,0,1
